index	question	sentence	label
160	CCOC(=O)C(C(=O)OCC)[C@H](CC(=O)c1ccccc1)c1ccccc1	CCOC(=O)C(C(=O)OCC)[C@H](CC(=O)Oc1ccccc1)c1ccccc1	entailment
161	CCOC(=O)C(C(=O)OCC)[C@H](CC(=O)c1ccccc1)c1ccccc1	CCOC(=O)C(C(=O)OCC)[C@H](COC(=O)c1ccccc1)c1ccccc1	not_entailment
162	COc1ccc2c(c1)CC[C@]1(C)[C@H]2CC[C@]12CCC2=O	COc1ccc2c(c1)CC[C@]1(C)[C@H]2CC[C@]12CCOC2=O	not_entailment
163	COc1ccc2c(c1)CC[C@]1(C)[C@H]2CC[C@]12CCC2=O	COc1ccc2c(c1)CC[C@]1(C)[C@H]2CC[C@]12CCC(=O)O2	entailment
164	CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCC(C)=O	CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCC(=O)OC	not_entailment
165	CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCC(C)=O	CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCOC(C)=O	entailment
166	O=C1CC/C1=C\c1cccc2ccccc12	O=C1CC/C(=C\c2cccc3ccccc23)O1	entailment
167	O=C1CC/C1=C\c1cccc2ccccc12	O=C1OCC/C1=C\c1cccc2ccccc12	not_entailment
168	C[C@@H](O)[C@H]1C(=O)N[C@@H]1C(=O)C1CC1	C[C@@H](O)[C@H]1C(=O)N[C@@H]1C(=O)OC1CC1	not_entailment
169	C[C@@H](O)[C@H]1C(=O)N[C@@H]1C(=O)C1CC1	C[C@@H](O)[C@H]1C(=O)N[C@@H]1OC(=O)C1CC1	entailment
170	COc1ccc([C@H]2[C@@H]3CC(=O)C=C[C@@H]3C(=O)N2C(C)(C)C)cc1	COc1ccc([C@H]2[C@@H]3CC(=O)OC=C[C@@H]3C(=O)N2C(C)(C)C)cc1	entailment
171	COc1ccc([C@H]2[C@@H]3CC(=O)C=C[C@@H]3C(=O)N2C(C)(C)C)cc1	COc1ccc([C@H]2[C@@H]3COC(=O)C=C[C@@H]3C(=O)N2C(C)(C)C)cc1	not_entailment
172	COC1CCCC1=O	COC1CCCOC1=O	not_entailment
173	COC1CCCC1=O	COC1CCCC(=O)O1	entailment
174	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)OCC[C@]4(C)[C@H]3CC[C@@]21C	not_entailment
175	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4COC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C	entailment
176	O=C1C[C@@H]2CC[C@@H]1C2	O=C1C[C@@H]2CC[C@H](C2)O1	entailment
177	O=C1C[C@@H]2CC[C@@H]1C2	O=C1OC[C@@H]2CC[C@@H]1C2	not_entailment
178	C=CCC1(Cc2ccccc2)CCCCC1=O	C=CCC1(Cc2ccccc2)CCCCOC1=O	not_entailment
179	C=CCC1(Cc2ccccc2)CCCCC1=O	C=CCC1(Cc2ccccc2)CCCCC(=O)O1	entailment
180	CCCCCCC1CCCC1=O	CCCCCCC1CCCOC1=O	not_entailment
181	CCCCCCC1CCCC1=O	CCCCCCC1CCCC(=O)O1	entailment
182	CC(=O)c1ccccc1O	CC(=O)Oc1ccccc1O	entailment
183	CC(=O)c1ccccc1O	COC(=O)c1ccccc1O	not_entailment
184	Cc1ccc(S(=O)(=O)N[C@H](C[C@@H]2CCC2=O)c2ccccc2)cc1	Cc1ccc(S(=O)(=O)N[C@H](C[C@@H]2CCOC2=O)c2ccccc2)cc1	not_entailment
185	Cc1ccc(S(=O)(=O)N[C@H](C[C@@H]2CCC2=O)c2ccccc2)cc1	Cc1ccc(S(=O)(=O)N[C@H](C[C@@H]2CCC(=O)O2)c2ccccc2)cc1	entailment
186	O=C1Cc2ccccc2C1Cc1cccc2ccccc12	O=C1Cc2ccccc2C(Cc2cccc3ccccc23)O1	entailment
187	O=C1Cc2ccccc2C1Cc1cccc2ccccc12	O=C1OCc2ccccc2C1Cc1cccc2ccccc12	not_entailment
188	CC(=O)OCC(C)=C1C=CC(=O)C1	CC(=O)OCC(C)=C1C=CC(=O)OC1	not_entailment
189	CC(=O)OCC(C)=C1C=CC(=O)C1	CC(=O)OCC(C)=C1C=COC(=O)C1	entailment
190	CC1(C)[C@@H](OC2CCCCO2)CC[C@]2(C)C(=O)CCC[C@@H]12	CC1(C)[C@@H](OC2CCCCO2)CC[C@]2(C)C(=O)OCCC[C@@H]12	not_entailment
191	CC1(C)[C@@H](OC2CCCCO2)CC[C@]2(C)C(=O)CCC[C@@H]12	CC1(C)[C@@H](OC2CCCCO2)CC[C@]2(C)OC(=O)CCC[C@@H]12	entailment
192	CC1(C)OC[C@H]([C@@H](O)[C@@H]2CCCC2=O)O1	CC1(C)OC[C@H]([C@@H](O)[C@@H]2CCCOC2=O)O1	not_entailment
193	CC1(C)OC[C@H]([C@@H](O)[C@@H]2CCCC2=O)O1	CC1(C)OC[C@H]([C@@H](O)[C@@H]2CCCC(=O)O2)O1	entailment
194	COc1cc(C)c(OCc2ccccc2)cc1C(C)=O	COC(=O)c1cc(OCc2ccccc2)c(C)cc1OC	not_entailment
195	COc1cc(C)c(OCc2ccccc2)cc1C(C)=O	COc1cc(C)c(OCc2ccccc2)cc1OC(C)=O	entailment
196	C[C@]12CC[C@H]3[C@@H](CC[C@H]4[C@@H](O)[C@H](O)CC[C@]34C)[C@@H]1CCC2=O	C[C@]12CC[C@H]3[C@@H](CC[C@H]4[C@@H](O)[C@H](O)CC[C@]34C)[C@@H]1CCOC2=O	not_entailment
197	C[C@]12CC[C@H]3[C@@H](CC[C@H]4[C@@H](O)[C@H](O)CC[C@]34C)[C@@H]1CCC2=O	C[C@]12CC[C@H]3[C@@H](CC[C@H]4[C@@H](O)[C@H](O)CC[C@]34C)[C@@H]1CCC(=O)O2	entailment
198	CC[C@@]1(CO)C[C@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)CCC1=O	CC[C@@]1(CO)C[C@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)CCOC1=O	not_entailment
199	CC[C@@]1(CO)C[C@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)CCC1=O	CC[C@@]1(CO)C[C@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)CCC(=O)O1	entailment
200	CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1	CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CCC(=O)O[C@@]4(C)CC[C@@H]32)C1	entailment
201	CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1	CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CCOC(=O)[C@@]4(C)CC[C@@H]32)C1	not_entailment
202	CC(=O)O[C@H]1C[C@@H]2C(=O)C[C@H]3[C@@H]4CC[C@H]([C@H](C)[C@@H](OC(C)=O)[C@H](OC(C)=O)c5ccc(F)cc5)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@H]1OC(C)=O	CC(=O)O[C@H]1C[C@@H]2C(=O)OC[C@H]3[C@@H]4CC[C@H]([C@H](C)[C@@H](OC(C)=O)[C@H](OC(C)=O)c5ccc(F)cc5)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@H]1OC(C)=O	entailment
203	CC(=O)O[C@H]1C[C@@H]2C(=O)C[C@H]3[C@@H]4CC[C@H]([C@H](C)[C@@H](OC(C)=O)[C@H](OC(C)=O)c5ccc(F)cc5)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@H]1OC(C)=O	CC(=O)O[C@H]1C[C@@H]2OC(=O)C[C@H]3[C@@H]4CC[C@H]([C@H](C)[C@@H](OC(C)=O)[C@H](OC(C)=O)c5ccc(F)cc5)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@H]1OC(C)=O	not_entailment
204	CC(C)[C@@H]1CC[C@@H](C)CC1=O	CC(C)[C@@H]1CC[C@@H](C)COC1=O	not_entailment
205	CC(C)[C@@H]1CC[C@@H](C)CC1=O	CC(C)[C@@H]1CC[C@@H](C)CC(=O)O1	entailment
206	CC(C)(C)OC(=O)N[C@@H]1C(=O)[C@@H]2O[C@H]1[C@H]1OC(C)(C)O[C@@H]21	CC(C)(C)OC(=O)N[C@@H]1C(=O)O[C@@H]2O[C@H]1[C@H]1OC(C)(C)O[C@@H]21	not_entailment
207	CC(C)(C)OC(=O)N[C@@H]1C(=O)[C@@H]2O[C@H]1[C@H]1OC(C)(C)O[C@@H]21	CC(C)(C)OC(=O)N[C@@H]1OC(=O)[C@@H]2O[C@H]1[C@H]1OC(C)(C)O[C@H]12	entailment
208	C[C@@H]1CCCCCCCCCCCCCC1=O	C[C@@H]1CCCCCCCCCCCCCOC1=O	not_entailment
209	C[C@@H]1CCCCCCCCCCCCCC1=O	C[C@@H]1CCCCCCCCCCCCCC(=O)O1	entailment
210	COc1ccc2c(c1)CC1C2CC(=O)C2CCCCC21	COc1ccc2c(c1)CC1C2CC(=O)OC2CCCCC21	entailment
211	COc1ccc2c(c1)CC1C2CC(=O)C2CCCCC21	COc1ccc2c(c1)CC1C2COC(=O)C2CCCCC21	not_entailment
212	O=C1COCC1(CC1CCCCC1)c1ccc(Cl)cc1	O=C1COCC(CC2CCCCC2)(c2ccc(Cl)cc2)O1	entailment
213	O=C1COCC1(CC1CCCCC1)c1ccc(Cl)cc1	O=C1OCOCC1(CC1CCCCC1)c1ccc(Cl)cc1	not_entailment
214	COc1ccc(-c2ccc(C(C)=O)cc2)cc1	COC(=O)c1ccc(-c2ccc(OC)cc2)cc1	not_entailment
215	COc1ccc(-c2ccc(C(C)=O)cc2)cc1	COc1ccc(-c2ccc(OC(C)=O)cc2)cc1	entailment
216	CCOc1ccc(C(C)=O)cc1	CCOc1ccc(C(=O)OC)cc1	not_entailment
217	CCOc1ccc(C(C)=O)cc1	CCOc1ccc(OC(C)=O)cc1	entailment
218	CC(C)(C)C1CCCCC1=O	CC(C)(C)C1CCCCOC1=O	not_entailment
219	CC(C)(C)C1CCCCC1=O	CC(C)(C)C1CCCCC(=O)O1	entailment
220	Cc1ccc(C2CCCCC2=O)cc1	Cc1ccc(C2CCCCOC2=O)cc1	entailment
221	Cc1ccc(C2CCCCC2=O)cc1	Cc1ccc(C2CCCCC(=O)O2)cc1	not_entailment
222	C[C@H]1CC(=O)C[C@@H](C)[C@@H]1C1CC1	C[C@@H]1COC(=O)C[C@H](C)[C@H]1C1CC1	not_entailment
223	C[C@H]1CC(=O)C[C@@H](C)[C@@H]1C1CC1	C[C@H]1COC(=O)C[C@@H](C)[C@@H]1C1CC1	entailment
224	O=C1CO[C@@H]2[C@@H](O[N+](=O)[O-])CO[C@H]12	O=C1CO[C@@H]2[C@@H](O[N+](=O)[O-])CO[C@@H]2O1	entailment
225	O=C1CO[C@@H]2[C@@H](O[N+](=O)[O-])CO[C@H]12	O=C1OCO[C@@H]2[C@@H](O[N+](=O)[O-])CO[C@H]12	not_entailment
226	C[C@@H]1C(=O)C[C@H]2C(C(=O)O)=C[C@@H]3CC(C)(C)C[C@]312	C[C@@H]1C(=O)OC[C@H]2C(C(=O)O)=C[C@@H]3CC(C)(C)C[C@]312	not_entailment
227	C[C@@H]1C(=O)C[C@H]2C(C(=O)O)=C[C@@H]3CC(C)(C)C[C@]312	C[C@@H]1OC(=O)C[C@H]2C(C(=O)O)=C[C@@H]3CC(C)(C)C[C@]312	entailment
228	COc1ccc(CO[C@@H]2C[C@H](C(C)=O)C[C@H]3O[C@@]23C)cc1	COC(=O)[C@H]1C[C@@H](OCc2ccc(OC)cc2)[C@]2(C)O[C@@H]2C1	not_entailment
229	COc1ccc(CO[C@@H]2C[C@H](C(C)=O)C[C@H]3O[C@@]23C)cc1	COc1ccc(CO[C@@H]2C[C@H](OC(C)=O)C[C@H]3O[C@@]23C)cc1	entailment
230	O=C1[C@H]2O[C@@H]([C@H]1Br)[C@@H]1N=C(c3ccccc3)O[C@H]21	O=C1O[C@H](Br)[C@@H]2O[C@H]1[C@H]1OC(c3ccccc3)=N[C@H]12	not_entailment
231	O=C1[C@H]2O[C@@H]([C@H]1Br)[C@@H]1N=C(c3ccccc3)O[C@H]21	O=C1O[C@H]2O[C@@H]([C@H]1Br)[C@@H]1N=C(c3ccccc3)O[C@H]21	entailment
232	C[C@H]1CCC(=O)[C@@H]1C	C[C@H]1CCC(=O)O[C@@H]1C	entailment
233	C[C@H]1CCC(=O)[C@@H]1C	C[C@H]1CCOC(=O)[C@@H]1C	not_entailment
234	O=C1CC2(CCCCC2)C1Sc1ccccc1	O=C1CC2(CCCCC2)C(Sc2ccccc2)O1	entailment
235	O=C1CC2(CCCCC2)C1Sc1ccccc1	O=C1OCC2(CCCCC2)C1Sc1ccccc1	not_entailment
236	C[C@@H](O)[C@H]1C(=O)N[C@@H]1C(=O)C(C)(C)C	C[C@@H](O)[C@H]1C(=O)N[C@@H]1C(=O)OC(C)(C)C	entailment
237	C[C@@H](O)[C@H]1C(=O)N[C@@H]1C(=O)C(C)(C)C	C[C@@H](O)[C@H]1C(=O)N[C@@H]1OC(=O)C(C)(C)C	not_entailment
238	[N-]=[N+]=N[C@@H]1C[C@@H]2O[C@H]1[C@@H](OC(=O)c1cccc(Cl)c1)C2=O	[N-]=[N+]=N[C@@H]1C[C@@H]2O[C@H]1[C@@H](OC(=O)c1cccc(Cl)c1)OC2=O	not_entailment
239	[N-]=[N+]=N[C@@H]1C[C@@H]2O[C@H]1[C@@H](OC(=O)c1cccc(Cl)c1)C2=O	[N-]=[N+]=N[C@@H]1C[C@H]2OC(=O)[C@H](OC(=O)c3cccc(Cl)c3)[C@@H]1O2	entailment
240	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)C[C@H]4[C@H](O)[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)OC[C@H]4[C@H](O)[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	not_entailment
241	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)C[C@H]4[C@H](O)[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)C[C@H]4[C@H](O)[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	entailment
242	CC(C)(C)[Si](C)(C)OCC12CC(C(=O)c3ccccc3)(C1)C2	CC(C)(C)[Si](C)(C)OCC12CC(C(=O)Oc3ccccc3)(C1)C2	not_entailment
243	CC(C)(C)[Si](C)(C)OCC12CC(C(=O)c3ccccc3)(C1)C2	CC(C)(C)[Si](C)(C)OCC12CC(OC(=O)c3ccccc3)(C1)C2	entailment
244	O=C1C[C@H]2C[C@@H]1C[C@@H]2CO	O=C1C[C@H]2C[C@H](C[C@@H]2CO)O1	entailment
245	O=C1C[C@H]2C[C@@H]1C[C@@H]2CO	O=C1OC[C@H]2C[C@@H]1C[C@@H]2CO	not_entailment
246	CC(=O)O[C@H]1C[C@@H]2C(=O)C[C@H]3[C@@H]4CC[C@H]([C@H](C)[C@@H](OC(C)=O)[C@H](OC(C)=O)c5ccc(C#N)cc5)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@H]1OC(C)=O	CC(=O)O[C@H]1C[C@@H]2C(=O)OC[C@H]3[C@@H]4CC[C@H]([C@H](C)[C@@H](OC(C)=O)[C@H](OC(C)=O)c5ccc(C#N)cc5)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@H]1OC(C)=O	entailment
247	CC(=O)O[C@H]1C[C@@H]2C(=O)C[C@H]3[C@@H]4CC[C@H]([C@H](C)[C@@H](OC(C)=O)[C@H](OC(C)=O)c5ccc(C#N)cc5)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@H]1OC(C)=O	CC(=O)O[C@H]1C[C@@H]2OC(=O)C[C@H]3[C@@H]4CC[C@H]([C@H](C)[C@@H](OC(C)=O)[C@H](OC(C)=O)c5ccc(C#N)cc5)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@H]1OC(C)=O	not_entailment
248	O=C1CCCCC1c1ccccc1[N+](=O)[O-]	O=C1CCCCC(c2ccccc2[N+](=O)[O-])O1	entailment
249	O=C1CCCCC1c1ccccc1[N+](=O)[O-]	O=C1OCCCCC1c1ccccc1[N+](=O)[O-]	not_entailment
250	CO[C@H]1C[C@H]2CC(=O)C[C@H]2C1	CO[C@@H]1C[C@@H]2COC(=O)C[C@@H]2C1	not_entailment
251	CO[C@H]1C[C@H]2CC(=O)C[C@H]2C1	CO[C@H]1C[C@H]2COC(=O)C[C@H]2C1	entailment
252	CC[C@@H]1CO[C@H]([C@]2(C)CCCC2=O)N1S(=O)(=O)c1ccccc1[N+](=O)[O-]	CC[C@@H]1CO[C@H]([C@]2(C)CCCOC2=O)N1S(=O)(=O)c1ccccc1[N+](=O)[O-]	not_entailment
253	CC[C@@H]1CO[C@H]([C@]2(C)CCCC2=O)N1S(=O)(=O)c1ccccc1[N+](=O)[O-]	CC[C@@H]1CO[C@H]([C@]2(C)CCCC(=O)O2)N1S(=O)(=O)c1ccccc1[N+](=O)[O-]	entailment
254	Cc1ccc(S(=O)(=O)N2C[C@H]3C[C@@H]4C[C@H]3[C@H]2C4=O)cc1	Cc1ccc(S(=O)(=O)N2C[C@H]3C[C@@H]4C[C@H]3[C@H]2OC4=O)cc1	entailment
255	Cc1ccc(S(=O)(=O)N2C[C@H]3C[C@@H]4C[C@H]3[C@H]2C4=O)cc1	Cc1ccc(S(=O)(=O)N2C[C@H]3C[C@@H]4C[C@H]3[C@H]2C(=O)O4)cc1	not_entailment
256	O=C1CCCC1C1CCCCC1	O=C1CCCC(C2CCCCC2)O1	entailment
257	O=C1CCCC1C1CCCCC1	O=C1OCCCC1C1CCCCC1	not_entailment
258	O=C1c2ccccc2OCC1CO	O=C1OC(CO)COc2ccccc21	not_entailment
259	O=C1c2ccccc2OCC1CO	O=C1Oc2ccccc2OCC1CO	entailment
260	C[C@@]12CCC[C@]1(C)CC(=O)C2	C[C@@]12CCC[C@]1(C)CC(=O)OC2	entailment
261	C[C@@]12CCC[C@]1(C)CC(=O)C2	C[C@]12CCC[C@@]1(C)CC(=O)OC2	not_entailment
262	O=C1CC2Cc3ccccc3C12	O=C1CC2Cc3ccccc3C2O1	entailment
263	O=C1CC2Cc3ccccc3C12	O=C1OCC2Cc3ccccc3C12	not_entailment
264	CC(=O)Cc1cc2c(cc1OC(=O)N(C(C)C)C(C)C)[C@@]1(C)CCCC(C)(C)[C@@H]1CC2	CC(=O)OCc1cc2c(cc1OC(=O)N(C(C)C)C(C)C)[C@@]1(C)CCCC(C)(C)[C@@H]1CC2	entailment
265	CC(=O)Cc1cc2c(cc1OC(=O)N(C(C)C)C(C)C)[C@@]1(C)CCCC(C)(C)[C@@H]1CC2	COC(=O)Cc1cc2c(cc1OC(=O)N(C(C)C)C(C)C)[C@@]1(C)CCCC(C)(C)[C@@H]1CC2	not_entailment
266	COc1ccc(C(=O)CC(O)C(F)(F)F)cc1	COc1ccc(C(=O)OCC(O)C(F)(F)F)cc1	not_entailment
267	COc1ccc(C(=O)CC(O)C(F)(F)F)cc1	COc1ccc(OC(=O)CC(O)C(F)(F)F)cc1	entailment
268	O=C1CC(c2ccccc2)Oc2ccccc21	O=C1CC(c2ccccc2)Oc2ccccc2O1	entailment
269	O=C1CC(c2ccccc2)Oc2ccccc21	O=C1OCC(c2ccccc2)Oc2ccccc21	not_entailment
270	CO[C@]12CC[C@]3(C)[C@H]4CCC(=O)[C@@]4(C)C[C@H](OCOCC[Si](C)(C)C)[C@@]3(O1)C(C)(C)O2	CO[C@]12CC[C@]3(C)[C@H]4CCC(=O)O[C@@]4(C)C[C@H](OCOCC[Si](C)(C)C)[C@@]3(O1)C(C)(C)O2	entailment
271	CO[C@]12CC[C@]3(C)[C@H]4CCC(=O)[C@@]4(C)C[C@H](OCOCC[Si](C)(C)C)[C@@]3(O1)C(C)(C)O2	CO[C@]12CC[C@]3(C)[C@H]4CCOC(=O)[C@@]4(C)C[C@H](OCOCC[Si](C)(C)C)[C@@]3(O1)C(C)(C)O2	not_entailment
272	CC(=O)c1cc2c(cc1C)CC[C@H]1C(C)(C)CCC[C@]21C	CC(=O)Oc1cc2c(cc1C)CC[C@H]1C(C)(C)CCC[C@]21C	entailment
273	CC(=O)c1cc2c(cc1C)CC[C@H]1C(C)(C)CCC[C@]21C	COC(=O)c1cc2c(cc1C)CC[C@H]1C(C)(C)CCC[C@]21C	not_entailment
274	CC(=O)[C@H]1CC[C@@]2(C)CC[C@H](OCc3ccccc3)[C@@H](C)[C@@H]2C1	CC(=O)O[C@H]1CC[C@@]2(C)CC[C@H](OCc3ccccc3)[C@@H](C)[C@@H]2C1	entailment
275	CC(=O)[C@H]1CC[C@@]2(C)CC[C@H](OCc3ccccc3)[C@@H](C)[C@@H]2C1	COC(=O)[C@H]1CC[C@@]2(C)CC[C@H](OCc3ccccc3)[C@@H](C)[C@@H]2C1	not_entailment
276	CC(C)[C@]12CC(=O)[C@@H](C)[C@H]1C2	CC(C)[C@]12CC(=O)O[C@@H](C)[C@H]1C2	not_entailment
277	CC(C)[C@]12CC(=O)[C@@H](C)[C@H]1C2	CC(C)[C@]12COC(=O)[C@@H](C)[C@H]1C2	entailment
278	CCC(=O)Cc1ccccc1	CCC(=O)OCc1ccccc1	entailment
279	CCC(=O)Cc1ccccc1	CCOC(=O)Cc1ccccc1	not_entailment
280	COc1ccc(OC)c(C(=O)[C@H](Cc2ccccc2)OC(=O)c2ccccc2)c1	COc1ccc(OC)c(C(=O)O[C@H](Cc2ccccc2)OC(=O)c2ccccc2)c1	not_entailment
281	COc1ccc(OC)c(C(=O)[C@H](Cc2ccccc2)OC(=O)c2ccccc2)c1	COc1ccc(OC)c(OC(=O)[C@H](Cc2ccccc2)OC(=O)c2ccccc2)c1	entailment
282	O=C1CCCCC1c1ccc(-c2ccccc2)cc1	O=C1CCCCC(c2ccc(-c3ccccc3)cc2)O1	not_entailment
283	O=C1CCCCC1c1ccc(-c2ccccc2)cc1	O=C1OCCCCC1c1ccc(-c2ccccc2)cc1	entailment
284	O=C1C=CCC1	O=C1C=CCCO1	not_entailment
285	O=C1C=CCC1	O=C1CCC=CO1	entailment
286	O=C(c1ccccc1)[C@H]1O[C@@H]1c1ccccc1	O=C(O[C@H]1O[C@@H]1c1ccccc1)c1ccccc1	not_entailment
287	O=C(c1ccccc1)[C@H]1O[C@@H]1c1ccccc1	O=C(Oc1ccccc1)[C@H]1O[C@@H]1c1ccccc1	entailment
288	CC1CCCC(C)(C)C1=O	CC1CCCC(C)(C)OC1=O	entailment
289	CC1CCCC(C)(C)C1=O	CC1CCCC(C)(C)C(=O)O1	not_entailment
290	CC1(C)OC[C@@H]([C@H](O)[C@@H]2CCCC2=O)N1C(=O)OCc1ccccc1	CC1(C)OC[C@@H]([C@H](O)[C@@H]2CCCOC2=O)N1C(=O)OCc1ccccc1	not_entailment
291	CC1(C)OC[C@@H]([C@H](O)[C@@H]2CCCC2=O)N1C(=O)OCc1ccccc1	CC1(C)OC[C@@H]([C@H](O)[C@@H]2CCCC(=O)O2)N1C(=O)OCc1ccccc1	entailment
292	COC(=O)C(CC1CCC1=O)NS(=O)(=O)c1ccc(C)cc1	COC(=O)C(CC1CCOC1=O)NS(=O)(=O)c1ccc(C)cc1	not_entailment
293	COC(=O)C(CC1CCC1=O)NS(=O)(=O)c1ccc(C)cc1	COC(=O)C(CC1CCC(=O)O1)NS(=O)(=O)c1ccc(C)cc1	entailment
294	CC(=O)C1CCCCC1	CC(=O)OC1CCCCC1	entailment
295	CC(=O)C1CCCCC1	COC(=O)C1CCCCC1	not_entailment
296	C[C@@H]1C(=O)C[C@H]2C[C@@]2([N+](=O)[O-])[C@H]1C1CCCCC1	C[C@@H]1C(=O)OC[C@H]2C[C@@]2([N+](=O)[O-])[C@H]1C1CCCCC1	not_entailment
297	C[C@@H]1C(=O)C[C@H]2C[C@@]2([N+](=O)[O-])[C@H]1C1CCCCC1	C[C@@H]1OC(=O)C[C@H]2C[C@@]2([N+](=O)[O-])[C@H]1C1CCCCC1	entailment
298	O=C1CCCCC1C1CCCC1	O=C1CCCCC(C2CCCC2)O1	entailment
299	O=C1CCCCC1C1CCCC1	O=C1OCCCCC1C1CCCC1	not_entailment
300	CC(C)(C)OC(=O)[C@@](C#N)(c1ccccc1)[C@@H]1CCCC(=O)C1	CC(C)(C)OC(=O)[C@@](C#N)(c1ccccc1)[C@@H]1CCCC(=O)OC1	not_entailment
301	CC(C)(C)OC(=O)[C@@](C#N)(c1ccccc1)[C@@H]1CCCC(=O)C1	CC(C)(C)OC(=O)[C@@](C#N)(c1ccccc1)[C@@H]1CCCOC(=O)C1	entailment
302	COC(=O)CC[C@]1(C)CN(Cc2cccc3ccccc23)C(=O)C1=O	COC(=O)CC[C@]1(C)CN(Cc2cccc3ccccc23)C(=O)OC1=O	entailment
303	COC(=O)CC[C@]1(C)CN(Cc2cccc3ccccc23)C(=O)C1=O	COC(=O)CC[C@]1(C)CN(Cc2cccc3ccccc23)C(=O)C(=O)O1	not_entailment
304	COCN(C(=O)OC(C)(C)C)[C@@]1(C(C)C)C(=O)c2ccccc21	COCN(C(=O)OC(C)(C)C)[C@@]1(C(C)C)C(=O)Oc2ccccc21	not_entailment
305	COCN(C(=O)OC(C)(C)C)[C@@]1(C(C)C)C(=O)c2ccccc21	COCN(C(=O)OC(C)(C)C)[C@@]1(C(C)C)OC(=O)c2ccccc21	entailment
306	CCOC(=O)Cc1cc2c(c(C(C)=O)c1)OCC2	CCOC(=O)Cc1cc2c(c(C(=O)OC)c1)OCC2	not_entailment
307	CCOC(=O)Cc1cc2c(c(C(C)=O)c1)OCC2	CCOC(=O)Cc1cc2c(c(OC(C)=O)c1)OCC2	entailment
308	CC(C)(Cc1ccccc1)[C@@H](O)[C@@H]1CCCC1=O	CC(C)(Cc1ccccc1)[C@@H](O)[C@@H]1CCCOC1=O	not_entailment
309	CC(C)(Cc1ccccc1)[C@@H](O)[C@@H]1CCCC1=O	CC(C)(Cc1ccccc1)[C@@H](O)[C@@H]1CCCC(=O)O1	entailment
310	COc1ccc(C(=O)[C@H](C)Br)cc1Br	COc1ccc(C(=O)O[C@H](C)Br)cc1Br	not_entailment
311	COc1ccc(C(=O)[C@H](C)Br)cc1Br	COc1ccc(OC(=O)[C@H](C)Br)cc1Br	entailment
312	CC(=O)O[C@@H]1C(=O)[C@@H]2O[C@H]1C[C@@H]2OCc1ccccc1	CC(=O)O[C@@H]1C(=O)O[C@@H]2O[C@H]1C[C@@H]2OCc1ccccc1	entailment
313	CC(=O)O[C@@H]1C(=O)[C@@H]2O[C@H]1C[C@@H]2OCc1ccccc1	CC(=O)O[C@@H]1OC(=O)[C@@H]2O[C@H]1C[C@@H]2OCc1ccccc1	not_entailment
314	CC(C)C1CCCCC1=O	CC(C)C1CCCCOC1=O	not_entailment
315	CC(C)C1CCCCC1=O	CC(C)C1CCCCC(=O)O1	entailment
